Batch size, fwd_time, bwd_time, max_mem_usage, input_mem, model_mem, pre_fwd_bwd_mem
28, 0.007548332214355469, 0.19015288352966309, 4769780736, 345088, 172036096, 688489472
29, 0.005157470703125, 0.20181536674499512, 4915553280, 357376, 172036096, 688501760
30, 0.005195140838623047, 0.20920991897583008, 5062374400, 369664, 172036096, 688514048
31, 0.005246400833129883, 0.36200594902038574, 5207622656, 381952, 172036096, 688526336
32, 0.02111649513244629, 0.21629881858825684, 5352870912, 394240, 172036096, 688538624
33, 0.00838923454284668, 0.22954869270324707, 5498643456, 406528, 172036096, 688550912
34, 0.005400657653808594, 0.23862433433532715, 5644416000, 418816, 172036096, 688563200
35, 0.005379915237426758, 0.24354839324951172, 5790188544, 431104, 172036096, 688575488
36, 0.24508905410766602, 0.3254075050354004, 5935961088, 443392, 172036096, 688587776
37, 0.00539088249206543, 0.2601583003997803, 6081733632, 455680, 172036096, 688600064
38, 0.005173206329345703, 0.2655751705169678, 6227506176, 467968, 172036096, 688612352
39, 0.21507573127746582, 0.32053399085998535, 6373803008, 480256, 172036096, 688624640
40, 0.005151033401489258, 0.2808568477630615, 6519051264, 492544, 172036096, 688636928
41, 0.005700826644897461, 0.2837803363800049, 6664823808, 504832, 172036096, 688649216
42, 0.4915807247161865, 0.25482773780822754, 6810596352, 517120, 172036096, 688661504
43, 0.0054607391357421875, 0.29848313331604004, 6956368896, 529408, 172036096, 688673792
44, 0.008111238479614258, 0.43132829666137695, 7102141440, 541696, 172036096, 688686080
45, 0.02323460578918457, 0.30312037467956543, 7247913984, 553984, 172036096, 688698368
46, 0.005559206008911133, 0.3201766014099121, 7393686528, 566272, 172036096, 688710656
47, 0.19824814796447754, 0.4624030590057373, 7539459072, 578560, 172036096, 688722944
48, 0.00600886344909668, 0.3321523666381836, 7685231616, 590848, 172036096, 688735232
49, 0.47327303886413574, 0.2975432872772217, 7831004160, 603136, 172036096, 688747520
50, 0.005659818649291992, 0.3504822254180908, 7976776704, 615424, 172036096, 688759808
51, 0.21933293342590332, 0.46877026557922363, 8122549248, 627712, 172036096, 688772096
52, 0.00616002082824707, 0.35927367210388184, 8268321792, 640000, 172036096, 688784384
53, 0.5034587383270264, 0.3242783546447754, 8414094336, 652288, 172036096, 688796672
54, 0.0059392452239990234, 0.4853065013885498, 8559866880, 664576, 172036096, 688808960
55, 0.12196016311645508, 0.3497958183288574, 8705639424, 676864, 172036096, 688821248
56, 0.010549783706665039, 0.7449324131011963, 8851411968, 689152, 172036096, 688833536
57, 0.007572174072265625, 0.39373326301574707, 8997184512, 701440, 172036096, 688845824
58, 0.4377169609069824, 0.30259275436401367, 9142957056, 713728, 172036096, 688858112
59, 0.009415149688720703, 0.7348217964172363, 9288729600, 726016, 172036096, 688870400
60, 0.008411645889282227, 0.41455554962158203, 9434502144, 738304, 172036096, 688882688
61, 0.4696369171142578, 0.38307714462280273, 9580274688, 750592, 172036096, 688894976
62, 0.00818634033203125, 0.49329543113708496, 9726047232, 762880, 172036096, 688907264
63, 0.4610788822174072, 0.32607483863830566, 9871819776, 775168, 172036096, 688919552
64, 0.008342504501342773, 0.6017262935638428, 10017592320, 787456, 172036096, 688931840
65, 0.4791715145111084, 0.4135873317718506, 10163365888, 800768, 172036096, 688945152
66, 0.008789777755737305, 0.6095800399780273, 10309138432, 813056, 172036096, 688957440
67, 0.4894862174987793, 0.4090759754180908, 10454910976, 825344, 172036096, 688969728
68, 0.42450809478759766, 0.35265254974365234, 10600683520, 837632, 172036096, 688982016
69, 0.4472038745880127, 0.42494821548461914, 10746456064, 849920, 172036096, 688994304
70, 0.4469778537750244, 0.36174607276916504, 10892228608, 862208, 172036096, 689006592
71, 0.4613661766052246, 0.43130016326904297, 11038001152, 874496, 172036096, 689018880
72, 0.4510817527770996, 0.4446592330932617, 11183773696, 886784, 172036096, 689031168
73, 0.45369577407836914, 0.44403553009033203, 11329546240, 899072, 172036096, 689043456
74, 0.4659750461578369, 0.4651644229888916, 11475318784, 911360, 172036096, 689055744
75, 0.48025083541870117, 0.46347737312316895, 11621091328, 923648, 172036096, 689068032
76, 0.48917698860168457, 0.4814798831939697, 11766863872, 935936, 172036096, 689080320
77, 0.48895835876464844, 0.481334924697876, 11912636416, 948224, 172036096, 689092608
78, 0.4904348850250244, 0.4892392158508301, 12058408960, 960512, 172036096, 689104896
79, 0.49942922592163086, 0.5005316734313965, 12204181504, 972800, 172036096, 689117184
80, 0.5043916702270508, 0.51363205909729, 12349954048, 985088, 172036096, 689129472
81, 0.4946415424346924, 0.5141150951385498, 12495726592, 997376, 172036096, 689141760
82, 0.50347900390625, 0.5892071723937988, 12641499136, 1009664, 172036096, 689154048
