Batch size, fwd_time, bwd_time, max_mem_usage, input_mem, model_mem, pre_fwd_bwd_mem
32, 0.26738643646240234, 0.1436467170715332, 4587209728, 394240, 50384896, 204030976
33, 0.023392438888549805, 0.17247772216796875, 4724065280, 406528, 50384896, 204043264
34, 0.005927085876464844, 0.17856764793395996, 4860920832, 418816, 50384896, 204055552
35, 0.0048024654388427734, 0.18263840675354004, 4997776384, 431104, 50384896, 204067840
36, 0.24622321128845215, 0.16266179084777832, 5134631936, 443392, 50384896, 204080128
37, 0.02451157569885254, 0.1893916130065918, 5271487488, 455680, 50384896, 204092416
38, 0.0069141387939453125, 0.1987464427947998, 5408343040, 467968, 50384896, 204104704
39, 0.006881237030029297, 0.37062668800354004, 5545198592, 480256, 50384896, 204116992
40, 0.021358728408813477, 0.23817110061645508, 5682054144, 492544, 50384896, 204129280
41, 0.00620579719543457, 0.2116248607635498, 5818909696, 504832, 50384896, 204141568
42, 0.016663789749145508, 0.21974945068359375, 5955765248, 517120, 50384896, 204153856
43, 0.22512555122375488, 0.3848299980163574, 6093145088, 529408, 50384896, 204166144
44, 0.0053746700286865234, 0.2279653549194336, 6229476352, 541696, 50384896, 204178432
45, 0.007732391357421875, 0.23036718368530273, 6366331904, 553984, 50384896, 204190720
46, 0.550243616104126, 0.23298382759094238, 6503187456, 566272, 50384896, 204203008
47, 0.005319356918334961, 0.24717354774475098, 6640043008, 578560, 50384896, 204215296
48, 0.005494594573974609, 0.38864755630493164, 6776898560, 590848, 50384896, 204227584
49, 0.021656513214111328, 0.2512166500091553, 6913754112, 603136, 50384896, 204239872
50, 0.005408763885498047, 0.25896644592285156, 7050609664, 615424, 50384896, 204252160
51, 0.19850850105285645, 0.4113495349884033, 7187989504, 627712, 50384896, 204264448
52, 0.006031036376953125, 0.26752161979675293, 7324320768, 640000, 50384896, 204276736
53, 0.23769116401672363, 0.372572660446167, 7461176320, 652288, 50384896, 204289024
54, 0.006786823272705078, 0.28366756439208984, 7599080448, 664576, 50384896, 204301312
55, 0.5248584747314453, 0.2719719409942627, 7735411712, 676864, 50384896, 204313600
56, 0.0076160430908203125, 0.2865922451019287, 7871742976, 689152, 50384896, 204325888
57, 0.5248186588287354, 0.23161721229553223, 8008598528, 701440, 50384896, 204338176
58, 0.0060214996337890625, 0.42571139335632324, 8145454080, 713728, 50384896, 204350464
59, 0.20127534866333008, 0.30637454986572266, 8282309632, 726016, 50384896, 204362752
60, 0.010353326797485352, 0.6533408164978027, 8419165184, 738304, 50384896, 204375040
61, 0.006947517395019531, 0.3142712116241455, 8556020736, 750592, 50384896, 204387328
62, 0.4628448486328125, 0.251828670501709, 8693924864, 762880, 50384896, 204399616
63, 0.008038043975830078, 0.4520742893218994, 8830256128, 775168, 50384896, 204411904
64, 0.1884448528289795, 0.33194994926452637, 8966587392, 787456, 50384896, 204424192
65, 0.48337435722351074, 0.32102537155151367, 9103443968, 800768, 50384896, 204437504
66, 0.010740041732788086, 0.40357494354248047, 9241348096, 813056, 50384896, 204449792
67, 0.4912831783294678, 0.27774882316589355, 9377679360, 825344, 50384896, 204462080
68, 0.011318445205688477, 0.5073199272155762, 9514010624, 837632, 50384896, 204474368
69, 0.5102112293243408, 0.3447284698486328, 9650866176, 849920, 50384896, 204486656
70, 0.008807897567749023, 0.5148892402648926, 9788770304, 862208, 50384896, 204498944
71, 0.5222880840301514, 0.35103821754455566, 9925101568, 874496, 50384896, 204511232
72, 0.009560585021972656, 0.5425119400024414, 10061432832, 886784, 50384896, 204523520
73, 0.5245339870452881, 0.3608360290527344, 10198288384, 899072, 50384896, 204535808
74, 0.44808125495910645, 0.3056323528289795, 10336192512, 911360, 50384896, 204548096
75, 0.45333433151245117, 0.3459303379058838, 10472523776, 923648, 50384896, 204560384
76, 0.4638700485229492, 0.34961867332458496, 10608855040, 935936, 50384896, 204572672
77, 0.4686925411224365, 0.3189074993133545, 10745710592, 948224, 50384896, 204584960
78, 0.4779515266418457, 0.38703131675720215, 10883614720, 960512, 50384896, 204597248
79, 0.4855806827545166, 0.395174503326416, 11019945984, 972800, 50384896, 204609536
80, 0.4907805919647217, 0.3994581699371338, 11156277248, 985088, 50384896, 204621824
81, 0.48978447914123535, 0.4087810516357422, 11293132800, 997376, 50384896, 204634112
82, 0.4987456798553467, 0.41184329986572266, 11431036928, 1009664, 50384896, 204646400
83, 0.5064177513122559, 0.4210238456726074, 11567368192, 1021952, 50384896, 204658688
84, 0.506403923034668, 0.41564083099365234, 11703699456, 1034240, 50384896, 204670976
85, 0.5165750980377197, 0.42560648918151855, 11840555008, 1046528, 50384896, 204683264
86, 0.5167458057403564, 0.43686437606811523, 11978459136, 1058816, 50384896, 204695552
87, 0.518667459487915, 0.4350724220275879, 12114790400, 1071104, 50384896, 204707840
88, 0.5257575511932373, 0.45200133323669434, 12251121664, 1083392, 50384896, 204720128
89, 0.5303456783294678, 0.44525885581970215, 12387977216, 1095680, 50384896, 204732416
90, 0.5368425846099854, 0.46167540550231934, 12525881344, 1107968, 50384896, 204744704
91, 0.5479695796966553, 0.45902276039123535, 12662212608, 1120256, 50384896, 204756992
92, 0.5517659187316895, 0.47272491455078125, 12798543872, 1132544, 50384896, 204769280
93, 0.5601067543029785, 0.7488229274749756, 12935399424, 1144832, 50384896, 204781568
